,price
16609,"$995,000"
16610,"$1,995,000"
16611,"$949,000"
16612,"$1,275,000"
16613,"$1,150,000"
16614,"$960,000"
16615,"$565,000"
16616,"$1,100,000"
16617,"$715,000"
16618,"$2,250,000"
16619,"$300,000"
16620,"$1,799,000"
16621,"$789,900"
16622,"$1,550,000"
16623,"$1,050,000"
16624,"$1,099,000"
16625,"$799,000"
16626,"$1,495,000"
16627,"$2,095,000"
16628,"$3,300,000"
16629,"$819,000"
16630,"$1,449,000"
16631,"$998,000"
16632,"$4,185,000"
16633,"$995,000"
16634,"$394,000"
16635,"$400,000"
16636,"$1,318,000"
16637,"$998,000"
16638,"$925,000"
16639,"$625,000"
16640,"$995,000"
16641,"$5,250,000"
16642,"$2,750,000"
16643,"$868,000"
16644,"$978,000"
16645,"$799,000"
16646,"$510,000"
16647,"$400,000"
16648,"$7,200,000"
16649,"$729,000"
16650,"$3,895,000"
16651,"$1,825,000"
16652,"$899,000"
16653,"$4,645,000"
16654,"$2,599,000"
16655,"$680,000"
16656,"$1,095,000"
16657,"$3,500"
16658,"$1,695,000"
16659,"$799,000"
16660,"$1,048,000"
16661,"$1,995,000"
16662,"$2,795,000"
16663,"$2,995,000"
16664,"$545,000"
16665,"$575,000"
16666,"$525,000"
16667,"$2,195,000"
16668,"$1,149,000"
16669,"$1,695,000"
16670,"$11,750,000"
16671,"$995,000"
16672,"$1,995,000"
16673,"$949,000"
16674,"$1,275,000"
16675,"$1,150,000"
16676,"$960,000"
16677,"$565,000"
16678,"$1,100,000"
16679,"$715,000"
16680,"$2,250,000"
16681,"$300,000"
16682,"$1,799,000"
16683,"$789,900"
16684,"$1,550,000"
16685,"$1,050,000"
16686,"$1,099,000"
16687,"$799,000"
16688,"$1,495,000"
16689,"$2,095,000"
16690,"$3,300,000"
16691,"$819,000"
16692,"$1,449,000"
16693,"$998,000"
16694,"$4,185,000"
16695,"$995,000"
16696,"$394,000"
16697,"$400,000"
16698,"$1,318,000"
16699,"$998,000"
16700,"$925,000"
16701,"$625,000"
16702,"$995,000"
16703,"$5,250,000"
16704,"$2,750,000"
16705,"$868,000"
16706,"$978,000"
16707,"$799,000"
16708,"$510,000"
16709,"$400,000"
16710,"$7,200,000"
16711,"$729,000"
16712,"$3,895,000"
16713,"$1,825,000"
16714,"$899,000"
16715,"$4,645,000"
16716,"$2,599,000"
16717,"$680,000"
16718,"$1,095,000"
16719,"$3,500"
16720,"$1,695,000"
16721,"$799,000"
16722,"$1,048,000"
16723,"$1,995,000"
16724,"$2,795,000"
16725,"$2,995,000"
16726,"$545,000"
16727,"$575,000"
16728,"$525,000"
16729,"$2,195,000"
16730,"$1,149,000"
16731,"$1,695,000"
16732,"$11,750,000"
16733,"$995,000"
16734,"$1,995,000"
16735,"$949,000"
16736,"$1,275,000"
16737,"$1,150,000"
16738,"$960,000"
16739,"$565,000"
16740,"$1,100,000"
16741,"$715,000"
16742,"$2,250,000"
16743,"$300,000"
16744,"$1,799,000"
16745,"$789,900"
16746,"$1,550,000"
16747,"$1,050,000"
16748,"$1,099,000"
16749,"$799,000"
16750,"$1,495,000"
16751,"$2,095,000"
16752,"$3,300,000"
16753,"$819,000"
16754,"$1,449,000"
16755,"$998,000"
16756,"$4,185,000"
16757,"$995,000"
16758,"$394,000"
16759,"$400,000"
16760,"$1,318,000"
16761,"$998,000"
16762,"$925,000"
16763,"$625,000"
16764,"$995,000"
16765,"$5,250,000"
16766,"$2,750,000"
16767,"$868,000"
16768,"$978,000"
16769,"$799,000"
16770,"$510,000"
16771,"$400,000"
16772,"$7,200,000"
16773,"$729,000"
16774,"$3,895,000"
16775,"$1,825,000"
16776,"$899,000"
16777,"$4,645,000"
16778,"$2,599,000"
16779,"$680,000"
16780,"$1,095,000"
16781,"$3,500"
16782,"$1,695,000"
16783,"$799,000"
16784,"$1,048,000"
16785,"$1,995,000"
16786,"$2,795,000"
16787,"$2,995,000"
16788,"$545,000"
16789,"$575,000"
16790,"$525,000"
16791,"$2,195,000"
16792,"$1,149,000"
16793,"$1,695,000"
16794,"$11,750,000"
16795,"$995,000"
16796,"$1,995,000"
16797,"$949,000"
16798,"$1,275,000"
16799,"$1,150,000"
16800,"$960,000"
16801,"$565,000"
16802,"$1,100,000"
16803,"$715,000"
16804,"$2,250,000"
16805,"$300,000"
16806,"$1,799,000"
16807,"$789,900"
16808,"$1,550,000"
16809,"$1,050,000"
16810,"$1,099,000"
16811,"$799,000"
16812,"$1,495,000"
16813,"$2,095,000"
16814,"$3,300,000"
16815,"$819,000"
16816,"$1,449,000"
16817,"$998,000"
16818,"$4,185,000"
16819,"$995,000"
16820,"$394,000"
16821,"$400,000"
16822,"$1,318,000"
16823,"$998,000"
16824,"$925,000"
16825,"$625,000"
16826,"$995,000"
16827,"$5,250,000"
16828,"$2,750,000"
16829,"$868,000"
16830,"$978,000"
16831,"$799,000"
16832,"$510,000"
16833,"$400,000"
16834,"$7,200,000"
16835,"$729,000"
16836,"$3,895,000"
16837,"$1,825,000"
16838,"$899,000"
16839,"$4,645,000"
16840,"$2,599,000"
16841,"$680,000"
16842,"$1,095,000"
16843,"$3,500"
16844,"$1,695,000"
16845,"$799,000"
16846,"$1,048,000"
16847,"$1,995,000"
16848,"$2,795,000"
16849,"$2,995,000"
16850,"$545,000"
16851,"$575,000"
16852,"$525,000"
16853,"$2,195,000"
16854,"$1,149,000"
16855,"$1,695,000"
16856,"$11,750,000"
16857,"$995,000"
16858,"$1,995,000"
16859,"$949,000"
16860,"$1,275,000"
16861,"$1,150,000"
16862,"$960,000"
16863,"$565,000"
16864,"$1,100,000"
16865,"$715,000"
16866,"$2,250,000"
16867,"$300,000"
16868,"$1,799,000"
16869,"$789,900"
16870,"$1,550,000"
16871,"$1,050,000"
16872,"$1,099,000"
16873,"$799,000"
16874,"$1,495,000"
16875,"$2,095,000"
16876,"$3,300,000"
16877,"$819,000"
16878,"$1,449,000"
16879,"$998,000"
16880,"$4,185,000"
16881,"$995,000"
16882,"$394,000"
16883,"$400,000"
16884,"$1,318,000"
16885,"$998,000"
16886,"$925,000"
16887,"$625,000"
16888,"$995,000"
16889,"$5,250,000"
16890,"$2,750,000"
16891,"$868,000"
16892,"$978,000"
16893,"$799,000"
16894,"$510,000"
16895,"$400,000"
16896,"$7,200,000"
16897,"$729,000"
16898,"$3,895,000"
16899,"$1,825,000"
16900,"$899,000"
16901,"$4,645,000"
16902,"$2,599,000"
16903,"$680,000"
16904,"$1,095,000"
16905,"$3,500"
16906,"$1,695,000"
16907,"$799,000"
16908,"$1,048,000"
16909,"$1,995,000"
16910,"$2,795,000"
16911,"$2,995,000"
16912,"$545,000"
16913,"$575,000"
16914,"$525,000"
16915,"$2,195,000"
16916,"$1,149,000"
16917,"$1,695,000"
16918,"$11,750,000"
16919,"$995,000"
16920,"$1,995,000"
16921,"$949,000"
16922,"$1,275,000"
16923,"$1,150,000"
16924,"$960,000"
16925,"$565,000"
16926,"$1,100,000"
16927,"$715,000"
16928,"$2,250,000"
16929,"$300,000"
16930,"$1,799,000"
16931,"$789,900"
16932,"$1,550,000"
16933,"$1,050,000"
16934,"$1,099,000"
16935,"$799,000"
16936,"$1,495,000"
16937,"$2,095,000"
16938,"$3,300,000"
16939,"$819,000"
16940,"$1,449,000"
16941,"$998,000"
16942,"$4,185,000"
16943,"$995,000"
16944,"$394,000"
16945,"$400,000"
16946,"$1,318,000"
16947,"$998,000"
16948,"$925,000"
16949,"$625,000"
16950,"$995,000"
16951,"$5,250,000"
16952,"$2,750,000"
16953,"$868,000"
16954,"$978,000"
16955,"$799,000"
16956,"$510,000"
16957,"$400,000"
16958,"$7,200,000"
16959,"$729,000"
16960,"$3,895,000"
16961,"$1,825,000"
16962,"$899,000"
16963,"$4,645,000"
16964,"$2,599,000"
16965,"$680,000"
16966,"$1,095,000"
16967,"$3,500"
16968,"$1,695,000"
16969,"$799,000"
16970,"$1,048,000"
16971,"$1,995,000"
16972,"$2,795,000"
16973,"$2,995,000"
16974,"$545,000"
16975,"$575,000"
16976,"$525,000"
16977,"$2,195,000"
16978,"$1,149,000"
16979,"$1,695,000"
16980,"$11,750,000"
16981,"$995,000"
16982,"$1,995,000"
16983,"$949,000"
16984,"$1,275,000"
16985,"$1,150,000"
16986,"$960,000"
16987,"$565,000"
16988,"$1,100,000"
16989,"$715,000"
16990,"$2,250,000"
16991,"$300,000"
16992,"$1,799,000"
16993,"$789,900"
16994,"$1,550,000"
16995,"$1,050,000"
16996,"$1,099,000"
16997,"$799,000"
16998,"$1,495,000"
16999,"$2,095,000"
17000,"$3,300,000"
17001,"$819,000"
17002,"$1,449,000"
17003,"$998,000"
17004,"$4,185,000"
17005,"$995,000"
17006,"$394,000"
17007,"$400,000"
17008,"$1,318,000"
17009,"$998,000"
17010,"$925,000"
17011,"$625,000"
17012,"$995,000"
17013,"$5,250,000"
17014,"$2,750,000"
17015,"$868,000"
17016,"$978,000"
17017,"$799,000"
17018,"$510,000"
17019,"$400,000"
17020,"$7,200,000"
17021,"$729,000"
17022,"$3,895,000"
17023,"$1,825,000"
17024,"$899,000"
17025,"$4,645,000"
17026,"$2,599,000"
17027,"$680,000"
17028,"$1,095,000"
17029,"$3,500"
17030,"$1,695,000"
17031,"$799,000"
17032,"$1,048,000"
17033,"$1,995,000"
17034,"$2,795,000"
17035,"$2,995,000"
17036,"$545,000"
17037,"$575,000"
17038,"$525,000"
17039,"$2,195,000"
17040,"$1,149,000"
17041,"$1,695,000"
17042,"$11,750,000"
17043,"$995,000"
17044,"$1,995,000"
17045,"$949,000"
17046,"$1,275,000"
17047,"$1,150,000"
17048,"$960,000"
17049,"$565,000"
17050,"$1,100,000"
17051,"$715,000"
17052,"$2,250,000"
17053,"$300,000"
17054,"$1,799,000"
17055,"$789,900"
17056,"$1,550,000"
17057,"$1,050,000"
17058,"$1,099,000"
17059,"$799,000"
17060,"$1,495,000"
17061,"$2,095,000"
17062,"$3,300,000"
17063,"$819,000"
17064,"$1,449,000"
17065,"$998,000"
17066,"$4,185,000"
17067,"$995,000"
17068,"$394,000"
17069,"$400,000"
17070,"$1,318,000"
17071,"$998,000"
17072,"$925,000"
17073,"$625,000"
17074,"$995,000"
17075,"$5,250,000"
17076,"$2,750,000"
17077,"$868,000"
17078,"$978,000"
17079,"$799,000"
17080,"$510,000"
17081,"$400,000"
17082,"$7,200,000"
17083,"$729,000"
17084,"$3,895,000"
17085,"$1,825,000"
17086,"$899,000"
17087,"$4,645,000"
17088,"$2,599,000"
17089,"$680,000"
17090,"$1,095,000"
17091,"$3,500"
17092,"$1,695,000"
17093,"$799,000"
17094,"$1,048,000"
17095,"$1,995,000"
17096,"$2,795,000"
17097,"$2,995,000"
17098,"$545,000"
17099,"$575,000"
17100,"$525,000"
17101,"$2,195,000"
17102,"$1,149,000"
17103,"$1,695,000"
17104,"$11,750,000"
17105,"$995,000"
17106,"$1,995,000"
17107,"$949,000"
17108,"$1,275,000"
17109,"$1,150,000"
17110,"$960,000"
17111,"$565,000"
17112,"$1,100,000"
17113,"$715,000"
17114,"$2,250,000"
17115,"$300,000"
17116,"$1,799,000"
17117,"$789,900"
17118,"$1,550,000"
17119,"$1,050,000"
17120,"$1,099,000"
17121,"$799,000"
17122,"$1,495,000"
17123,"$2,095,000"
17124,"$3,300,000"
17125,"$819,000"
17126,"$1,449,000"
17127,"$998,000"
17128,"$4,185,000"
17129,"$995,000"
17130,"$394,000"
17131,"$400,000"
17132,"$1,318,000"
17133,"$998,000"
17134,"$925,000"
17135,"$625,000"
17136,"$995,000"
17137,"$5,250,000"
17138,"$2,750,000"
17139,"$868,000"
17140,"$978,000"
17141,"$799,000"
17142,"$510,000"
17143,"$400,000"
17144,"$7,200,000"
17145,"$729,000"
17146,"$3,895,000"
17147,"$1,825,000"
17148,"$899,000"
17149,"$4,645,000"
17150,"$2,599,000"
17151,"$680,000"
17152,"$1,095,000"
17153,"$3,500"
17154,"$1,695,000"
17155,"$799,000"
17156,"$1,048,000"
17157,"$1,995,000"
17158,"$2,795,000"
17159,"$2,995,000"
17160,"$545,000"
17161,"$575,000"
17162,"$525,000"
17163,"$2,195,000"
17164,"$1,149,000"
17165,"$1,695,000"
17166,"$11,750,000"
17167,"$995,000"
17168,"$1,995,000"
17169,"$949,000"
17170,"$1,275,000"
17171,"$1,150,000"
17172,"$960,000"
17173,"$565,000"
17174,"$1,100,000"
17175,"$715,000"
17176,"$2,250,000"
17177,"$300,000"
17178,"$1,799,000"
17179,"$789,900"
17180,"$1,550,000"
17181,"$1,050,000"
17182,"$1,099,000"
17183,"$799,000"
17184,"$1,495,000"
17185,"$2,095,000"
17186,"$3,300,000"
17187,"$819,000"
17188,"$1,449,000"
17189,"$998,000"
17190,"$4,185,000"
17191,"$995,000"
17192,"$394,000"
17193,"$400,000"
17194,"$1,318,000"
17195,"$998,000"
17196,"$925,000"
17197,"$625,000"
17198,"$995,000"
17199,"$5,250,000"
17200,"$2,750,000"
17201,"$868,000"
17202,"$978,000"
17203,"$799,000"
17204,"$510,000"
17205,"$400,000"
17206,"$7,200,000"
17207,"$729,000"
17208,"$3,895,000"
17209,"$1,825,000"
17210,"$899,000"
17211,"$4,645,000"
17212,"$2,599,000"
17213,"$680,000"
17214,"$1,095,000"
17215,"$3,500"
17216,"$1,695,000"
17217,"$799,000"
17218,"$1,048,000"
17219,"$1,995,000"
17220,"$2,795,000"
17221,"$2,995,000"
17222,"$545,000"
17223,"$575,000"
17224,"$525,000"
17225,"$2,195,000"
17226,"$1,149,000"
17227,"$1,695,000"
17228,"$11,750,000"
17229,"$995,000"
17230,"$1,995,000"
17231,"$949,000"
17232,"$1,275,000"
17233,"$1,150,000"
17234,"$960,000"
17235,"$565,000"
17236,"$1,100,000"
17237,"$715,000"
17238,"$2,250,000"
17239,"$300,000"
17240,"$1,799,000"
17241,"$789,900"
17242,"$1,550,000"
17243,"$1,050,000"
17244,"$1,099,000"
17245,"$799,000"
17246,"$1,495,000"
17247,"$2,095,000"
17248,"$3,300,000"
17249,"$819,000"
17250,"$1,449,000"
17251,"$998,000"
17252,"$4,185,000"
17253,"$995,000"
17254,"$394,000"
17255,"$400,000"
17256,"$1,318,000"
17257,"$998,000"
17258,"$925,000"
17259,"$625,000"
17260,"$995,000"
17261,"$5,250,000"
17262,"$2,750,000"
17263,"$868,000"
17264,"$978,000"
17265,"$799,000"
17266,"$510,000"
17267,"$400,000"
17268,"$7,200,000"
17269,"$729,000"
17270,"$3,895,000"
17271,"$1,825,000"
17272,"$899,000"
17273,"$4,645,000"
17274,"$2,599,000"
17275,"$680,000"
17276,"$1,095,000"
17277,"$3,500"
17278,"$1,695,000"
17279,"$799,000"
17280,"$1,048,000"
17281,"$1,995,000"
17282,"$2,795,000"
17283,"$2,995,000"
17284,"$545,000"
17285,"$575,000"
17286,"$525,000"
17287,"$2,195,000"
17288,"$1,149,000"
17289,"$1,695,000"
17290,"$11,750,000"
17291,"$995,000"
17292,"$1,995,000"
17293,"$949,000"
17294,"$1,275,000"
17295,"$1,150,000"
17296,"$960,000"
17297,"$565,000"
17298,"$1,100,000"
17299,"$715,000"
17300,"$2,250,000"
17301,"$300,000"
17302,"$1,799,000"
17303,"$789,900"
17304,"$1,550,000"
17305,"$1,050,000"
17306,"$1,099,000"
17307,"$799,000"
17308,"$1,495,000"
17309,"$2,095,000"
17310,"$3,300,000"
17311,"$819,000"
17312,"$1,449,000"
17313,"$998,000"
17314,"$4,185,000"
17315,"$995,000"
17316,"$394,000"
17317,"$400,000"
17318,"$1,318,000"
17319,"$998,000"
17320,"$925,000"
17321,"$625,000"
17322,"$995,000"
17323,"$5,250,000"
17324,"$2,750,000"
17325,"$868,000"
17326,"$978,000"
17327,"$799,000"
17328,"$510,000"
17329,"$400,000"
17330,"$7,200,000"
17331,"$729,000"
17332,"$3,895,000"
17333,"$1,825,000"
17334,"$899,000"
17335,"$4,645,000"
17336,"$2,599,000"
17337,"$680,000"
17338,"$1,095,000"
17339,"$3,500"
17340,"$1,695,000"
17341,"$799,000"
17342,"$1,048,000"
17343,"$1,995,000"
17344,"$2,795,000"
17345,"$2,995,000"
17346,"$545,000"
17347,"$575,000"
17348,"$525,000"
17349,"$2,195,000"
17350,"$1,149,000"
17351,"$1,695,000"
17352,"$11,750,000"
17353,"$995,000"
17354,"$1,995,000"
17355,"$949,000"
17356,"$1,275,000"
17357,"$1,150,000"
17358,"$960,000"
17359,"$565,000"
17360,"$1,100,000"
17361,"$715,000"
17362,"$2,250,000"
17363,"$300,000"
17364,"$1,799,000"
17365,"$789,900"
17366,"$1,550,000"
17367,"$1,050,000"
17368,"$1,099,000"
17369,"$799,000"
17370,"$1,495,000"
17371,"$2,095,000"
17372,"$3,300,000"
17373,"$819,000"
17374,"$1,449,000"
17375,"$998,000"
17376,"$4,185,000"
17377,"$995,000"
17378,"$394,000"
17379,"$400,000"
17380,"$1,318,000"
17381,"$998,000"
17382,"$925,000"
17383,"$625,000"
17384,"$995,000"
17385,"$5,250,000"
17386,"$2,750,000"
17387,"$868,000"
17388,"$978,000"
17389,"$799,000"
17390,"$510,000"
17391,"$400,000"
17392,"$7,200,000"
17393,"$729,000"
17394,"$3,895,000"
17395,"$1,825,000"
17396,"$899,000"
17397,"$4,645,000"
17398,"$2,599,000"
17399,"$680,000"
17400,"$1,095,000"
17401,"$3,500"
17402,"$1,695,000"
17403,"$799,000"
17404,"$1,048,000"
17405,"$1,995,000"
17406,"$2,795,000"
17407,"$2,995,000"
17408,"$545,000"
17409,"$575,000"
17410,"$525,000"
17411,"$2,195,000"
17412,"$1,149,000"
17413,"$1,695,000"
17414,"$11,750,000"
17415,"$995,000"
17416,"$1,995,000"
17417,"$949,000"
17418,"$1,275,000"
17419,"$1,150,000"
17420,"$960,000"
17421,"$565,000"
17422,"$1,100,000"
17423,"$715,000"
17424,"$2,250,000"
17425,"$300,000"
17426,"$1,799,000"
17427,"$789,900"
17428,"$1,550,000"
17429,"$1,050,000"
17430,"$1,099,000"
17431,"$799,000"
17432,"$1,495,000"
17433,"$2,095,000"
17434,"$3,300,000"
17435,"$819,000"
17436,"$1,449,000"
17437,"$998,000"
17438,"$4,185,000"
17439,"$995,000"
17440,"$394,000"
17441,"$400,000"
17442,"$1,318,000"
17443,"$998,000"
17444,"$925,000"
17445,"$625,000"
17446,"$995,000"
17447,"$5,250,000"
17448,"$2,750,000"
17449,"$868,000"
17450,"$978,000"
17451,"$799,000"
17452,"$510,000"
17453,"$400,000"
17454,"$7,200,000"
17455,"$729,000"
17456,"$3,895,000"
17457,"$1,825,000"
17458,"$899,000"
17459,"$4,645,000"
17460,"$2,599,000"
17461,"$680,000"
17462,"$1,095,000"
17463,"$3,500"
17464,"$1,695,000"
17465,"$799,000"
17466,"$1,048,000"
17467,"$1,995,000"
17468,"$2,795,000"
17469,"$2,995,000"
17470,"$545,000"
17471,"$575,000"
17472,"$525,000"
17473,"$2,195,000"
17474,"$1,149,000"
17475,"$1,695,000"
17476,"$11,750,000"
17477,"$995,000"
17478,"$1,995,000"
17479,"$949,000"
17480,"$1,275,000"
17481,"$1,150,000"
17482,"$960,000"
17483,"$565,000"
17484,"$1,100,000"
17485,"$715,000"
17486,"$2,250,000"
17487,"$300,000"
17488,"$1,799,000"
17489,"$789,900"
17490,"$1,550,000"
17491,"$1,050,000"
17492,"$1,099,000"
17493,"$799,000"
17494,"$1,495,000"
17495,"$2,095,000"
17496,"$3,300,000"
17497,"$819,000"
17498,"$1,449,000"
17499,"$998,000"
17500,"$4,185,000"
17501,"$995,000"
17502,"$394,000"
17503,"$400,000"
17504,"$1,318,000"
17505,"$998,000"
17506,"$925,000"
17507,"$625,000"
17508,"$995,000"
17509,"$5,250,000"
17510,"$2,750,000"
17511,"$868,000"
17512,"$978,000"
17513,"$799,000"
17514,"$510,000"
17515,"$400,000"
17516,"$7,200,000"
17517,"$729,000"
17518,"$3,895,000"
17519,"$1,825,000"
17520,"$899,000"
17521,"$4,645,000"
17522,"$2,599,000"
17523,"$680,000"
17524,"$1,095,000"
17525,"$3,500"
17526,"$1,695,000"
17527,"$799,000"
17528,"$1,048,000"
17529,"$1,995,000"
17530,"$2,795,000"
17531,"$2,995,000"
17532,"$545,000"
17533,"$575,000"
17534,"$525,000"
17535,"$2,195,000"
17536,"$1,149,000"
17537,"$1,695,000"
17538,"$11,750,000"
17539,"$995,000"
17540,"$1,995,000"
17541,"$949,000"
17542,"$1,275,000"
17543,"$1,150,000"
17544,"$960,000"
17545,"$565,000"
17546,"$1,100,000"
17547,"$715,000"
17548,"$2,250,000"
17549,"$300,000"
17550,"$1,799,000"
17551,"$789,900"
17552,"$1,550,000"
17553,"$1,050,000"
17554,"$1,099,000"
17555,"$799,000"
17556,"$1,495,000"
17557,"$2,095,000"
17558,"$3,300,000"
17559,"$819,000"
17560,"$1,449,000"
17561,"$998,000"
17562,"$4,185,000"
17563,"$995,000"
17564,"$394,000"
17565,"$400,000"
17566,"$1,318,000"
17567,"$998,000"
17568,"$925,000"
17569,"$625,000"
17570,"$995,000"
17571,"$5,250,000"
17572,"$2,750,000"
17573,"$868,000"
17574,"$978,000"
17575,"$799,000"
17576,"$510,000"
17577,"$400,000"
17578,"$7,200,000"
17579,"$729,000"
17580,"$3,895,000"
17581,"$1,825,000"
17582,"$899,000"
17583,"$4,645,000"
17584,"$2,599,000"
17585,"$680,000"
17586,"$1,095,000"
17587,"$3,500"
17588,"$1,695,000"
17589,"$799,000"
17590,"$1,048,000"
17591,"$1,995,000"
17592,"$2,795,000"
17593,"$2,995,000"
17594,"$545,000"
17595,"$575,000"
17596,"$525,000"
17597,"$2,195,000"
17598,"$1,149,000"
17599,"$1,695,000"
17600,"$11,750,000"
17601,"$995,000"
17602,"$1,995,000"
17603,"$949,000"
17604,"$1,275,000"
17605,"$1,150,000"
17606,"$960,000"
17607,"$565,000"
17608,"$1,100,000"
17609,"$715,000"
17610,"$2,250,000"
17611,"$300,000"
17612,"$1,799,000"
17613,"$789,900"
17614,"$1,550,000"
17615,"$1,050,000"
17616,"$1,099,000"
17617,"$799,000"
17618,"$1,495,000"
17619,"$2,095,000"
17620,"$3,300,000"
17621,"$819,000"
17622,"$1,449,000"
17623,"$998,000"
17624,"$4,185,000"
17625,"$995,000"
17626,"$394,000"
17627,"$400,000"
17628,"$1,318,000"
17629,"$998,000"
17630,"$925,000"
17631,"$625,000"
17632,"$995,000"
17633,"$5,250,000"
17634,"$2,750,000"
17635,"$868,000"
17636,"$978,000"
17637,"$799,000"
17638,"$510,000"
17639,"$400,000"
17640,"$7,200,000"
17641,"$729,000"
17642,"$3,895,000"
17643,"$1,825,000"
17644,"$899,000"
17645,"$4,645,000"
17646,"$2,599,000"
17647,"$680,000"
17648,"$1,095,000"
17649,"$3,500"
17650,"$1,695,000"
17651,"$799,000"
17652,"$1,048,000"
17653,"$1,995,000"
17654,"$2,795,000"
17655,"$2,995,000"
17656,"$545,000"
17657,"$575,000"
17658,"$525,000"
17659,"$2,195,000"
17660,"$1,149,000"
17661,"$1,695,000"
17662,"$11,750,000"
17663,"$995,000"
17664,"$1,995,000"
17665,"$949,000"
17666,"$1,275,000"
17667,"$1,150,000"
17668,"$960,000"
17669,"$565,000"
17670,"$1,100,000"
17671,"$715,000"
17672,"$2,250,000"
17673,"$300,000"
17674,"$1,799,000"
17675,"$789,900"
17676,"$1,550,000"
17677,"$1,050,000"
17678,"$1,099,000"
17679,"$799,000"
17680,"$1,495,000"
17681,"$2,095,000"
17682,"$3,300,000"
17683,"$819,000"
17684,"$1,449,000"
17685,"$998,000"
17686,"$4,185,000"
17687,"$995,000"
17688,"$394,000"
17689,"$400,000"
17690,"$1,318,000"
17691,"$998,000"
17692,"$925,000"
17693,"$625,000"
17694,"$995,000"
17695,"$5,250,000"
17696,"$2,750,000"
17697,"$868,000"
17698,"$978,000"
17699,"$799,000"
17700,"$510,000"
17701,"$400,000"
17702,"$7,200,000"
17703,"$729,000"
17704,"$3,895,000"
17705,"$1,825,000"
17706,"$899,000"
17707,"$4,645,000"
