,price
97981,"$998,000"
97982,"$925,000"
97983,"$625,000"
97984,"$995,000"
97985,"$5,250,000"
97986,"$2,750,000"
97987,"$868,000"
97988,"$978,000"
97989,"$799,000"
97990,"$510,000"
97991,"$400,000"
97992,"$7,200,000"
97993,"$729,000"
97994,"$3,895,000"
97995,"$1,825,000"
97996,"$899,000"
97997,"$4,645,000"
97998,"$2,599,000"
97999,"$680,000"
98000,"$1,095,000"
98001,"$3,500"
98002,"$1,695,000"
98003,"$799,000"
98004,"$1,048,000"
98005,"$1,995,000"
98006,"$2,795,000"
98007,"$2,995,000"
98008,"$545,000"
98009,"$575,000"
98010,"$525,000"
98011,"$2,195,000"
98012,"$1,149,000"
98013,"$1,695,000"
98014,"$11,750,000"
98015,"$995,000"
98016,"$1,995,000"
98017,"$949,000"
98018,"$1,275,000"
98019,"$1,150,000"
98020,"$960,000"
98021,"$565,000"
98022,"$1,100,000"
98023,"$715,000"
98024,"$2,250,000"
98025,"$300,000"
98026,"$1,799,000"
98027,"$789,900"
98028,"$1,550,000"
98029,"$1,050,000"
98030,"$1,099,000"
98031,"$799,000"
98032,"$1,495,000"
98033,"$2,095,000"
98034,"$3,300,000"
98035,"$819,000"
98036,"$1,449,000"
98037,"$998,000"
98038,"$4,185,000"
98039,"$995,000"
98040,"$394,000"
98041,"$400,000"
98042,"$1,318,000"
98043,"$998,000"
98044,"$925,000"
98045,"$625,000"
98046,"$995,000"
98047,"$5,250,000"
98048,"$2,750,000"
98049,"$868,000"
98050,"$978,000"
98051,"$799,000"
98052,"$510,000"
98053,"$400,000"
98054,"$7,200,000"
98055,"$729,000"
98056,"$3,895,000"
98057,"$1,825,000"
98058,"$899,000"
98059,"$4,645,000"
98060,"$2,599,000"
98061,"$680,000"
98062,"$1,095,000"
98063,"$3,500"
98064,"$1,695,000"
98065,"$799,000"
98066,"$1,048,000"
98067,"$1,995,000"
98068,"$2,795,000"
98069,"$2,995,000"
98070,"$545,000"
98071,"$575,000"
98072,"$525,000"
98073,"$2,195,000"
98074,"$1,149,000"
98075,"$1,695,000"
98076,"$11,750,000"
98077,"$995,000"
98078,"$1,995,000"
98079,"$949,000"
98080,"$1,275,000"
98081,"$1,150,000"
98082,"$960,000"
98083,"$565,000"
98084,"$1,100,000"
98085,"$715,000"
98086,"$2,250,000"
98087,"$300,000"
98088,"$1,799,000"
98089,"$789,900"
98090,"$1,550,000"
98091,"$1,050,000"
98092,"$1,099,000"
98093,"$799,000"
98094,"$1,495,000"
98095,"$2,095,000"
98096,"$3,300,000"
98097,"$819,000"
98098,"$1,449,000"
98099,"$998,000"
98100,"$4,185,000"
98101,"$995,000"
98102,"$394,000"
98103,"$400,000"
98104,"$1,318,000"
98105,"$998,000"
98106,"$925,000"
98107,"$625,000"
98108,"$995,000"
98109,"$5,250,000"
98110,"$2,750,000"
98111,"$868,000"
98112,"$978,000"
98113,"$799,000"
98114,"$510,000"
98115,"$400,000"
98116,"$7,200,000"
98117,"$729,000"
98118,"$3,895,000"
98119,"$1,825,000"
98120,"$899,000"
98121,"$4,645,000"
98122,"$2,599,000"
98123,"$680,000"
98124,"$1,095,000"
98125,"$3,500"
98126,"$1,695,000"
98127,"$799,000"
98128,"$1,048,000"
98129,"$1,995,000"
98130,"$2,795,000"
98131,"$2,995,000"
98132,"$545,000"
98133,"$575,000"
98134,"$525,000"
98135,"$2,195,000"
98136,"$1,149,000"
98137,"$1,695,000"
98138,"$11,750,000"
98139,"$995,000"
98140,"$1,995,000"
98141,"$949,000"
98142,"$1,275,000"
98143,"$1,150,000"
98144,"$960,000"
98145,"$565,000"
98146,"$1,100,000"
98147,"$715,000"
98148,"$2,250,000"
98149,"$300,000"
98150,"$1,799,000"
98151,"$789,900"
98152,"$1,550,000"
98153,"$1,050,000"
98154,"$1,099,000"
98155,"$799,000"
98156,"$1,495,000"
98157,"$2,095,000"
98158,"$3,300,000"
98159,"$819,000"
98160,"$1,449,000"
98161,"$998,000"
98162,"$4,185,000"
98163,"$995,000"
98164,"$394,000"
98165,"$400,000"
98166,"$1,318,000"
98167,"$998,000"
98168,"$925,000"
98169,"$625,000"
98170,"$995,000"
98171,"$5,250,000"
98172,"$2,750,000"
98173,"$868,000"
98174,"$978,000"
98175,"$799,000"
98176,"$510,000"
98177,"$400,000"
98178,"$7,200,000"
98179,"$729,000"
98180,"$3,895,000"
98181,"$1,825,000"
98182,"$899,000"
98183,"$4,645,000"
98184,"$2,599,000"
98185,"$680,000"
98186,"$1,095,000"
98187,"$3,500"
98188,"$1,695,000"
98189,"$799,000"
98190,"$1,048,000"
98191,"$1,995,000"
98192,"$2,795,000"
98193,"$2,995,000"
98194,"$545,000"
98195,"$575,000"
98196,"$525,000"
98197,"$2,195,000"
98198,"$1,149,000"
98199,"$1,695,000"
98200,"$11,750,000"
98201,"$995,000"
98202,"$1,995,000"
98203,"$949,000"
98204,"$1,275,000"
98205,"$1,150,000"
98206,"$960,000"
98207,"$565,000"
98208,"$1,100,000"
98209,"$715,000"
98210,"$2,250,000"
98211,"$300,000"
98212,"$1,799,000"
98213,"$789,900"
98214,"$1,550,000"
98215,"$1,050,000"
98216,"$1,099,000"
98217,"$799,000"
98218,"$1,495,000"
98219,"$2,095,000"
98220,"$3,300,000"
98221,"$819,000"
98222,"$1,449,000"
98223,"$998,000"
98224,"$4,185,000"
98225,"$995,000"
98226,"$394,000"
98227,"$400,000"
98228,"$1,318,000"
98229,"$998,000"
98230,"$925,000"
98231,"$625,000"
98232,"$995,000"
98233,"$5,250,000"
98234,"$2,750,000"
98235,"$868,000"
98236,"$978,000"
98237,"$799,000"
98238,"$510,000"
98239,"$400,000"
98240,"$7,200,000"
98241,"$729,000"
98242,"$3,895,000"
98243,"$1,825,000"
98244,"$899,000"
98245,"$4,645,000"
98246,"$2,599,000"
98247,"$680,000"
98248,"$1,095,000"
98249,"$3,500"
98250,"$1,695,000"
98251,"$799,000"
98252,"$1,048,000"
98253,"$1,995,000"
98254,"$2,795,000"
98255,"$2,995,000"
98256,"$545,000"
98257,"$575,000"
98258,"$525,000"
98259,"$2,195,000"
98260,"$1,149,000"
98261,"$1,695,000"
98262,"$11,750,000"
98263,"$995,000"
98264,"$1,995,000"
98265,"$949,000"
98266,"$1,275,000"
98267,"$1,150,000"
98268,"$960,000"
98269,"$565,000"
98270,"$1,100,000"
98271,"$715,000"
98272,"$2,250,000"
98273,"$300,000"
98274,"$1,799,000"
98275,"$789,900"
98276,"$1,550,000"
98277,"$1,050,000"
98278,"$1,099,000"
98279,"$799,000"
98280,"$1,495,000"
98281,"$2,095,000"
98282,"$3,300,000"
98283,"$819,000"
98284,"$1,449,000"
98285,"$998,000"
98286,"$4,185,000"
98287,"$995,000"
98288,"$394,000"
98289,"$400,000"
98290,"$1,318,000"
98291,"$998,000"
98292,"$925,000"
98293,"$625,000"
98294,"$995,000"
98295,"$5,250,000"
98296,"$2,750,000"
98297,"$868,000"
98298,"$978,000"
98299,"$799,000"
98300,"$510,000"
98301,"$400,000"
98302,"$7,200,000"
98303,"$729,000"
98304,"$3,895,000"
98305,"$1,825,000"
98306,"$899,000"
98307,"$4,645,000"
98308,"$2,599,000"
98309,"$680,000"
98310,"$1,095,000"
98311,"$3,500"
98312,"$1,695,000"
98313,"$799,000"
98314,"$1,048,000"
98315,"$1,995,000"
98316,"$2,795,000"
98317,"$2,995,000"
98318,"$545,000"
98319,"$575,000"
98320,"$525,000"
98321,"$2,195,000"
98322,"$1,149,000"
98323,"$1,695,000"
98324,"$11,750,000"
98325,"$995,000"
98326,"$1,995,000"
98327,"$949,000"
98328,"$1,275,000"
98329,"$1,150,000"
98330,"$960,000"
98331,"$565,000"
98332,"$1,100,000"
98333,"$715,000"
98334,"$2,250,000"
98335,"$300,000"
98336,"$1,799,000"
98337,"$789,900"
98338,"$1,550,000"
98339,"$1,050,000"
98340,"$1,099,000"
98341,"$799,000"
98342,"$1,495,000"
98343,"$2,095,000"
98344,"$3,300,000"
98345,"$819,000"
98346,"$1,449,000"
98347,"$998,000"
98348,"$4,185,000"
98349,"$995,000"
98350,"$394,000"
98351,"$400,000"
98352,"$1,318,000"
98353,"$998,000"
98354,"$925,000"
98355,"$625,000"
98356,"$995,000"
98357,"$5,250,000"
98358,"$2,750,000"
98359,"$868,000"
98360,"$978,000"
98361,"$799,000"
98362,"$510,000"
98363,"$400,000"
98364,"$7,200,000"
98365,"$729,000"
98366,"$3,895,000"
98367,"$1,825,000"
98368,"$899,000"
98369,"$4,645,000"
98370,"$2,599,000"
98371,"$680,000"
98372,"$1,095,000"
98373,"$3,500"
98374,"$1,695,000"
98375,"$799,000"
98376,"$1,048,000"
98377,"$1,995,000"
98378,"$2,795,000"
98379,"$2,995,000"
98380,"$545,000"
98381,"$575,000"
98382,"$525,000"
98383,"$2,195,000"
98384,"$1,149,000"
98385,"$1,695,000"
98386,"$11,750,000"
98387,"$995,000"
98388,"$1,995,000"
98389,"$949,000"
98390,"$1,275,000"
98391,"$1,150,000"
98392,"$960,000"
98393,"$565,000"
98394,"$1,100,000"
98395,"$715,000"
98396,"$2,250,000"
98397,"$300,000"
98398,"$1,799,000"
98399,"$789,900"
98400,"$1,550,000"
98401,"$1,050,000"
98402,"$1,099,000"
98403,"$799,000"
98404,"$1,495,000"
98405,"$2,095,000"
98406,"$3,300,000"
98407,"$819,000"
98408,"$1,449,000"
98409,"$998,000"
98410,"$4,185,000"
98411,"$995,000"
98412,"$394,000"
98413,"$400,000"
98414,"$1,318,000"
98415,"$998,000"
98416,"$925,000"
98417,"$625,000"
98418,"$995,000"
98419,"$5,250,000"
98420,"$2,750,000"
98421,"$868,000"
98422,"$978,000"
98423,"$799,000"
98424,"$510,000"
98425,"$400,000"
98426,"$7,200,000"
98427,"$729,000"
98428,"$3,895,000"
98429,"$1,825,000"
98430,"$899,000"
98431,"$4,645,000"
98432,"$2,599,000"
98433,"$680,000"
98434,"$1,095,000"
98435,"$3,500"
98436,"$1,695,000"
98437,"$799,000"
98438,"$1,048,000"
98439,"$1,995,000"
98440,"$2,795,000"
98441,"$2,995,000"
98442,"$545,000"
98443,"$575,000"
98444,"$525,000"
98445,"$2,195,000"
98446,"$1,149,000"
98447,"$1,695,000"
98448,"$11,750,000"
98449,"$995,000"
98450,"$1,995,000"
98451,"$949,000"
98452,"$1,275,000"
98453,"$1,150,000"
98454,"$960,000"
98455,"$565,000"
98456,"$1,100,000"
98457,"$715,000"
98458,"$2,250,000"
98459,"$300,000"
98460,"$1,799,000"
98461,"$789,900"
98462,"$1,550,000"
98463,"$1,050,000"
98464,"$1,099,000"
98465,"$799,000"
98466,"$1,495,000"
98467,"$2,095,000"
98468,"$3,300,000"
98469,"$819,000"
98470,"$1,449,000"
98471,"$998,000"
98472,"$4,185,000"
98473,"$995,000"
98474,"$394,000"
98475,"$400,000"
98476,"$1,318,000"
98477,"$998,000"
98478,"$925,000"
98479,"$625,000"
98480,"$995,000"
98481,"$5,250,000"
98482,"$2,750,000"
98483,"$868,000"
98484,"$978,000"
98485,"$799,000"
98486,"$510,000"
98487,"$400,000"
98488,"$7,200,000"
98489,"$729,000"
98490,"$3,895,000"
98491,"$1,825,000"
98492,"$899,000"
98493,"$4,645,000"
98494,"$2,599,000"
98495,"$680,000"
98496,"$1,095,000"
98497,"$3,500"
98498,"$1,695,000"
98499,"$799,000"
98500,"$1,048,000"
98501,"$1,995,000"
98502,"$2,795,000"
98503,"$2,995,000"
98504,"$545,000"
98505,"$575,000"
98506,"$525,000"
98507,"$2,195,000"
98508,"$1,149,000"
98509,"$1,695,000"
98510,"$11,750,000"
98511,"$995,000"
98512,"$1,995,000"
98513,"$949,000"
98514,"$1,275,000"
98515,"$1,150,000"
98516,"$960,000"
98517,"$565,000"
98518,"$1,100,000"
98519,"$715,000"
98520,"$2,250,000"
98521,"$300,000"
98522,"$1,799,000"
98523,"$789,900"
98524,"$1,550,000"
98525,"$1,050,000"
98526,"$1,099,000"
98527,"$799,000"
98528,"$1,495,000"
98529,"$2,095,000"
98530,"$3,300,000"
98531,"$819,000"
98532,"$1,449,000"
98533,"$998,000"
98534,"$4,185,000"
98535,"$995,000"
98536,"$394,000"
98537,"$400,000"
98538,"$1,318,000"
98539,"$998,000"
98540,"$925,000"
98541,"$625,000"
98542,"$995,000"
98543,"$5,250,000"
98544,"$2,750,000"
98545,"$868,000"
98546,"$978,000"
98547,"$799,000"
98548,"$510,000"
98549,"$400,000"
98550,"$7,200,000"
98551,"$729,000"
98552,"$3,895,000"
98553,"$1,825,000"
98554,"$899,000"
98555,"$4,645,000"
98556,"$2,599,000"
98557,"$680,000"
98558,"$1,095,000"
98559,"$3,500"
98560,"$1,695,000"
98561,"$799,000"
98562,"$1,048,000"
98563,"$1,995,000"
98564,"$2,795,000"
98565,"$2,995,000"
98566,"$545,000"
98567,"$575,000"
98568,"$525,000"
98569,"$2,195,000"
98570,"$1,149,000"
98571,"$1,695,000"
98572,"$11,750,000"
98573,"$995,000"
98574,"$1,995,000"
98575,"$949,000"
98576,"$1,275,000"
98577,"$1,150,000"
98578,"$960,000"
98579,"$565,000"
98580,"$1,100,000"
98581,"$715,000"
98582,"$2,250,000"
98583,"$300,000"
98584,"$1,799,000"
98585,"$789,900"
98586,"$1,550,000"
98587,"$1,050,000"
98588,"$1,099,000"
98589,"$799,000"
98590,"$1,495,000"
98591,"$2,095,000"
98592,"$3,300,000"
98593,"$819,000"
98594,"$1,449,000"
98595,"$998,000"
98596,"$4,185,000"
98597,"$995,000"
98598,"$394,000"
98599,"$400,000"
98600,"$1,318,000"
98601,"$998,000"
98602,"$925,000"
98603,"$625,000"
98604,"$995,000"
98605,"$5,250,000"
98606,"$2,750,000"
98607,"$868,000"
98608,"$978,000"
98609,"$799,000"
98610,"$510,000"
98611,"$400,000"
98612,"$7,200,000"
98613,"$729,000"
98614,"$3,895,000"
98615,"$1,825,000"
98616,"$899,000"
98617,"$4,645,000"
98618,"$2,599,000"
98619,"$680,000"
98620,"$1,095,000"
98621,"$3,500"
98622,"$1,695,000"
98623,"$799,000"
98624,"$1,048,000"
98625,"$1,995,000"
98626,"$2,795,000"
98627,"$2,995,000"
98628,"$545,000"
98629,"$575,000"
98630,"$525,000"
98631,"$2,195,000"
98632,"$1,149,000"
98633,"$1,695,000"
98634,"$11,750,000"
98635,"$995,000"
98636,"$1,995,000"
98637,"$949,000"
98638,"$1,275,000"
98639,"$1,150,000"
98640,"$960,000"
98641,"$565,000"
98642,"$1,100,000"
98643,"$715,000"
98644,"$2,250,000"
98645,"$300,000"
98646,"$1,799,000"
98647,"$789,900"
98648,"$1,550,000"
98649,"$1,050,000"
98650,"$1,099,000"
98651,"$799,000"
98652,"$1,495,000"
98653,"$2,095,000"
98654,"$3,300,000"
98655,"$819,000"
98656,"$1,449,000"
98657,"$998,000"
98658,"$4,185,000"
98659,"$995,000"
98660,"$394,000"
98661,"$400,000"
98662,"$1,318,000"
98663,"$998,000"
98664,"$925,000"
98665,"$625,000"
98666,"$995,000"
98667,"$5,250,000"
98668,"$2,750,000"
98669,"$868,000"
98670,"$978,000"
98671,"$799,000"
98672,"$510,000"
98673,"$400,000"
98674,"$7,200,000"
98675,"$729,000"
98676,"$3,895,000"
98677,"$1,825,000"
98678,"$899,000"
98679,"$4,645,000"
98680,"$2,599,000"
98681,"$680,000"
98682,"$1,095,000"
98683,"$3,500"
98684,"$1,695,000"
98685,"$799,000"
98686,"$1,048,000"
98687,"$1,995,000"
98688,"$2,795,000"
98689,"$2,995,000"
98690,"$545,000"
98691,"$575,000"
98692,"$525,000"
98693,"$2,195,000"
98694,"$1,149,000"
98695,"$1,695,000"
98696,"$11,750,000"
98697,"$995,000"
98698,"$1,995,000"
98699,"$949,000"
98700,"$1,275,000"
98701,"$1,150,000"
98702,"$960,000"
98703,"$565,000"
98704,"$1,100,000"
98705,"$715,000"
98706,"$2,250,000"
98707,"$300,000"
98708,"$1,799,000"
98709,"$789,900"
98710,"$1,550,000"
98711,"$1,050,000"
98712,"$1,099,000"
98713,"$799,000"
98714,"$1,495,000"
98715,"$2,095,000"
98716,"$3,300,000"
98717,"$819,000"
98718,"$1,449,000"
98719,"$998,000"
98720,"$4,185,000"
98721,"$995,000"
98722,"$394,000"
98723,"$400,000"
98724,"$1,318,000"
98725,"$998,000"
98726,"$925,000"
98727,"$625,000"
98728,"$995,000"
98729,"$5,250,000"
98730,"$2,750,000"
98731,"$868,000"
98732,"$978,000"
98733,"$799,000"
98734,"$510,000"
98735,"$400,000"
98736,"$7,200,000"
98737,"$729,000"
98738,"$3,895,000"
98739,"$1,825,000"
98740,"$899,000"
98741,"$4,645,000"
98742,"$2,599,000"
98743,"$680,000"
98744,"$1,095,000"
98745,"$3,500"
98746,"$1,695,000"
98747,"$799,000"
98748,"$1,048,000"
98749,"$1,995,000"
98750,"$2,795,000"
98751,"$2,995,000"
98752,"$545,000"
98753,"$575,000"
98754,"$525,000"
98755,"$2,195,000"
98756,"$1,149,000"
98757,"$1,695,000"
98758,"$11,750,000"
98759,"$995,000"
98760,"$1,995,000"
98761,"$949,000"
98762,"$1,275,000"
98763,"$1,150,000"
98764,"$960,000"
98765,"$565,000"
98766,"$1,100,000"
98767,"$715,000"
98768,"$2,250,000"
98769,"$300,000"
98770,"$1,799,000"
98771,"$789,900"
98772,"$1,550,000"
98773,"$1,050,000"
98774,"$1,099,000"
98775,"$799,000"
98776,"$1,495,000"
98777,"$2,095,000"
98778,"$3,300,000"
98779,"$819,000"
98780,"$1,449,000"
98781,"$998,000"
98782,"$4,185,000"
98783,"$995,000"
98784,"$394,000"
98785,"$400,000"
98786,"$1,318,000"
98787,"$998,000"
98788,"$925,000"
98789,"$625,000"
98790,"$995,000"
98791,"$5,250,000"
98792,"$2,750,000"
98793,"$868,000"
98794,"$978,000"
98795,"$799,000"
98796,"$510,000"
98797,"$400,000"
98798,"$7,200,000"
98799,"$729,000"
98800,"$3,895,000"
98801,"$1,825,000"
98802,"$899,000"
98803,"$4,645,000"
98804,"$2,599,000"
98805,"$680,000"
98806,"$1,095,000"
98807,"$3,500"
98808,"$1,695,000"
98809,"$799,000"
98810,"$1,048,000"
98811,"$1,995,000"
98812,"$2,795,000"
98813,"$2,995,000"
98814,"$545,000"
98815,"$575,000"
98816,"$525,000"
98817,"$2,195,000"
98818,"$1,149,000"
98819,"$1,695,000"
98820,"$11,750,000"
98821,"$995,000"
98822,"$1,995,000"
98823,"$949,000"
98824,"$1,275,000"
98825,"$1,150,000"
98826,"$960,000"
98827,"$565,000"
98828,"$1,100,000"
98829,"$715,000"
98830,"$2,250,000"
98831,"$300,000"
98832,"$1,799,000"
98833,"$789,900"
98834,"$1,550,000"
98835,"$1,050,000"
98836,"$1,099,000"
98837,"$799,000"
98838,"$1,495,000"
98839,"$2,095,000"
98840,"$3,300,000"
98841,"$819,000"
98842,"$1,449,000"
98843,"$998,000"
98844,"$4,185,000"
98845,"$995,000"
98846,"$394,000"
98847,"$400,000"
98848,"$1,318,000"
98849,"$998,000"
98850,"$925,000"
98851,"$625,000"
98852,"$995,000"
98853,"$5,250,000"
98854,"$2,750,000"
98855,"$868,000"
98856,"$978,000"
98857,"$799,000"
98858,"$510,000"
98859,"$400,000"
98860,"$7,200,000"
98861,"$729,000"
98862,"$3,895,000"
98863,"$1,825,000"
98864,"$899,000"
98865,"$4,645,000"
98866,"$2,599,000"
98867,"$680,000"
98868,"$1,095,000"
98869,"$3,500"
98870,"$1,695,000"
98871,"$799,000"
98872,"$1,048,000"
98873,"$1,995,000"
98874,"$2,795,000"
98875,"$2,995,000"
98876,"$545,000"
98877,"$575,000"
98878,"$525,000"
98879,"$2,195,000"
98880,"$1,149,000"
98881,"$1,695,000"
98882,"$11,750,000"
98883,"$995,000"
98884,"$1,995,000"
98885,"$949,000"
98886,"$1,275,000"
98887,"$1,150,000"
98888,"$960,000"
98889,"$565,000"
98890,"$1,100,000"
98891,"$715,000"
98892,"$2,250,000"
98893,"$300,000"
98894,"$1,799,000"
98895,"$789,900"
98896,"$1,550,000"
98897,"$1,050,000"
98898,"$1,099,000"
98899,"$799,000"
98900,"$1,495,000"
98901,"$2,095,000"
98902,"$3,300,000"
98903,"$819,000"
98904,"$1,449,000"
98905,"$998,000"
98906,"$4,185,000"
98907,"$995,000"
98908,"$394,000"
98909,"$400,000"
98910,"$1,318,000"
98911,"$998,000"
98912,"$925,000"
98913,"$625,000"
98914,"$995,000"
98915,"$5,250,000"
98916,"$2,750,000"
98917,"$868,000"
98918,"$978,000"
98919,"$799,000"
98920,"$510,000"
98921,"$400,000"
98922,"$7,200,000"
98923,"$729,000"
98924,"$3,895,000"
98925,"$1,825,000"
98926,"$899,000"
98927,"$4,645,000"
98928,"$2,599,000"
98929,"$680,000"
98930,"$1,095,000"
98931,"$3,500"
98932,"$1,695,000"
98933,"$799,000"
98934,"$1,048,000"
98935,"$1,995,000"
98936,"$2,795,000"
98937,"$2,995,000"
98938,"$545,000"
98939,"$575,000"
98940,"$525,000"
98941,"$2,195,000"
98942,"$1,149,000"
98943,"$1,695,000"
98944,"$11,750,000"
98945,"$995,000"
98946,"$1,995,000"
98947,"$949,000"
98948,"$1,275,000"
98949,"$1,150,000"
98950,"$960,000"
98951,"$565,000"
98952,"$1,100,000"
98953,"$715,000"
98954,"$2,250,000"
98955,"$300,000"
98956,"$1,799,000"
98957,"$789,900"
98958,"$1,550,000"
98959,"$1,050,000"
98960,"$1,099,000"
98961,"$799,000"
98962,"$1,495,000"
98963,"$2,095,000"
98964,"$3,300,000"
98965,"$819,000"
98966,"$1,449,000"
98967,"$998,000"
98968,"$4,185,000"
98969,"$995,000"
98970,"$394,000"
98971,"$400,000"
98972,"$1,318,000"
98973,"$998,000"
98974,"$925,000"
98975,"$625,000"
98976,"$995,000"
98977,"$5,250,000"
98978,"$2,750,000"
98979,"$868,000"
98980,"$978,000"
98981,"$799,000"
98982,"$510,000"
98983,"$400,000"
98984,"$7,200,000"
98985,"$729,000"
98986,"$3,895,000"
98987,"$1,825,000"
98988,"$899,000"
98989,"$4,645,000"
98990,"$2,599,000"
98991,"$680,000"
98992,"$1,095,000"
98993,"$3,500"
98994,"$1,695,000"
98995,"$799,000"
98996,"$1,048,000"
98997,"$1,995,000"
98998,"$2,795,000"
98999,"$2,995,000"
99000,"$545,000"
99001,"$575,000"
99002,"$525,000"
99003,"$2,195,000"
99004,"$1,149,000"
99005,"$1,695,000"
99006,"$11,750,000"
99007,"$995,000"
99008,"$1,995,000"
99009,"$949,000"
99010,"$1,275,000"
99011,"$1,150,000"
99012,"$960,000"
99013,"$565,000"
99014,"$1,100,000"
99015,"$715,000"
99016,"$2,250,000"
99017,"$300,000"
99018,"$1,799,000"
99019,"$789,900"
99020,"$1,550,000"
99021,"$1,050,000"
99022,"$1,099,000"
99023,"$799,000"
99024,"$1,495,000"
99025,"$2,095,000"
99026,"$3,300,000"
99027,"$819,000"
99028,"$1,449,000"
99029,"$998,000"
99030,"$4,185,000"
99031,"$995,000"
99032,"$394,000"
99033,"$400,000"
99034,"$1,318,000"
99035,"$998,000"
99036,"$925,000"
99037,"$625,000"
99038,"$995,000"
99039,"$5,250,000"
99040,"$2,750,000"
99041,"$868,000"
99042,"$978,000"
99043,"$799,000"
99044,"$510,000"
99045,"$400,000"
99046,"$7,200,000"
99047,"$729,000"
99048,"$3,895,000"
99049,"$1,825,000"
99050,"$899,000"
99051,"$4,645,000"
99052,"$2,599,000"
99053,"$680,000"
99054,"$1,095,000"
99055,"$3,500"
99056,"$1,695,000"
99057,"$799,000"
99058,"$1,048,000"
99059,"$1,995,000"
99060,"$2,795,000"
99061,"$2,995,000"
99062,"$545,000"
99063,"$575,000"
99064,"$525,000"
99065,"$2,195,000"
99066,"$1,149,000"
99067,"$1,695,000"
99068,"$11,750,000"
99069,"$995,000"
99070,"$1,995,000"
99071,"$949,000"
99072,"$1,275,000"
99073,"$1,150,000"
99074,"$960,000"
99075,"$565,000"
99076,"$1,100,000"
99077,"$715,000"
99078,"$2,250,000"
99079,"$300,000"
99080,"$1,799,000"
99081,"$789,900"
99082,"$1,550,000"
99083,"$1,050,000"
99084,"$1,099,000"
99085,"$799,000"
99086,"$1,495,000"
99087,"$2,095,000"
99088,"$3,300,000"
99089,"$819,000"
99090,"$1,449,000"
99091,"$998,000"
99092,"$4,185,000"
99093,"$995,000"
99094,"$394,000"
99095,"$400,000"
99096,"$1,318,000"
99097,"$998,000"
99098,"$925,000"
99099,"$625,000"
99100,"$995,000"
99101,"$5,250,000"
99102,"$2,750,000"
99103,"$868,000"
99104,"$978,000"
99105,"$799,000"
99106,"$510,000"
99107,"$400,000"
99108,"$7,200,000"
99109,"$729,000"
99110,"$3,895,000"
99111,"$1,825,000"
99112,"$899,000"
99113,"$4,645,000"
99114,"$2,599,000"
99115,"$680,000"
99116,"$1,095,000"
99117,"$3,500"
99118,"$1,695,000"
99119,"$799,000"
99120,"$1,048,000"
99121,"$1,995,000"
99122,"$2,795,000"
99123,"$2,995,000"
99124,"$545,000"
99125,"$575,000"
99126,"$525,000"
99127,"$2,195,000"
99128,"$1,149,000"
99129,"$1,695,000"
99130,"$11,750,000"
99131,"$995,000"
99132,"$1,995,000"
99133,"$949,000"
99134,"$1,275,000"
99135,"$1,150,000"
99136,"$960,000"
99137,"$565,000"
99138,"$1,100,000"
99139,"$715,000"
99140,"$2,250,000"
99141,"$300,000"
99142,"$1,799,000"
99143,"$789,900"
99144,"$1,550,000"
99145,"$1,050,000"
99146,"$1,099,000"
99147,"$799,000"
99148,"$1,495,000"
99149,"$2,095,000"
99150,"$3,300,000"
99151,"$819,000"
99152,"$1,449,000"
99153,"$998,000"
99154,"$4,185,000"
99155,"$995,000"
99156,"$394,000"
99157,"$400,000"
99158,"$1,318,000"
99159,"$998,000"
99160,"$925,000"
99161,"$625,000"
99162,"$995,000"
99163,"$5,250,000"
99164,"$2,750,000"
99165,"$868,000"
99166,"$978,000"
99167,"$799,000"
99168,"$510,000"
99169,"$400,000"
99170,"$7,200,000"
99171,"$729,000"
99172,"$3,895,000"
99173,"$1,825,000"
99174,"$899,000"
99175,"$4,645,000"
99176,"$2,599,000"
99177,"$680,000"
99178,"$1,095,000"
99179,"$3,500"
99180,"$1,695,000"
99181,"$799,000"
99182,"$1,048,000"
99183,"$1,995,000"
99184,"$2,795,000"
99185,"$2,995,000"
99186,"$545,000"
99187,"$575,000"
99188,"$525,000"
99189,"$2,195,000"
99190,"$1,149,000"
99191,"$1,695,000"
99192,"$11,750,000"
99193,"$995,000"
99194,"$1,995,000"
99195,"$949,000"
99196,"$1,275,000"
99197,"$1,150,000"
99198,"$960,000"
99199,"$565,000"
99200,"$1,100,000"
99201,"$715,000"
99202,"$2,250,000"
99203,"$300,000"
99204,"$1,799,000"
99205,"$789,900"
99206,"$1,550,000"
99207,"$1,050,000"
99208,"$1,099,000"
99209,"$799,000"
99210,"$1,495,000"
99211,"$2,095,000"
99212,"$3,300,000"
99213,"$819,000"
99214,"$1,449,000"
99215,"$998,000"
99216,"$4,185,000"
99217,"$995,000"
99218,"$394,000"
99219,"$400,000"
99220,"$1,318,000"
99221,"$998,000"
99222,"$925,000"
99223,"$625,000"
99224,"$995,000"
99225,"$5,250,000"
99226,"$2,750,000"
99227,"$868,000"
99228,"$978,000"
99229,"$799,000"
99230,"$510,000"
99231,"$400,000"
99232,"$7,200,000"
99233,"$729,000"
99234,"$3,895,000"
99235,"$1,825,000"
99236,"$899,000"
99237,"$4,645,000"
99238,"$2,599,000"
99239,"$680,000"
99240,"$1,095,000"
99241,"$3,500"
99242,"$1,695,000"
99243,"$799,000"
99244,"$1,048,000"
99245,"$1,995,000"
99246,"$2,795,000"
99247,"$2,995,000"
99248,"$545,000"
99249,"$575,000"
